id,name,security_type,city,state_name,annual_revenue,business_type,staff_pick,start_date,entity_id,price_rating,market_rating,team_rating,performance_rating,overall_rating,differentiation_rating,overall_average,risk_rating,financials_risk_rating
637,Dome Audio,Equity - Common,,null,0,65,250,7/29/2019 0:00,55911,1.6,1.2,4.6,1,1.6,3.7,2.43,0,0
650,Thalia Brands,Equity - Common,,null,2183575,65,250,7/18/2019 0:00,55747,2.7,2.5,1,4.4,2.9,4.2,2.94,0,0
652,The Human Baton,Equity - Preferred,,null,0,277,248,7/18/2019 0:00,55864,1.6,4.2,4.4,1,3.5,4.2,3.06,0,0
654,Rayton Solar,Convertible Note,,null,0,277,250,7/17/2019 0:00,56113,1,3.1,3.9,3.7,4.2,4.8,3.32,0,0
655,Spero CBD,Convertible Note,,null,140,65,250,7/16/2019 0:00,55970,3.7,2.5,2.5,1,1.6,2.5,2.43,0,0
656,El Tinieblo International,Equity - Common,,null,0,277,248,7/13/2019 0:00,55831,2.7,4.2,2.7,1,2.7,3.7,2.85,0,0
662,StorEn Technologies,Equity - Common,,null,500000,277,250,7/4/2019 0:00,56261,1.2,2.1,3.9,4.4,3.9,4.8,3.27,0,0
665,Weeds Never Sleep,SAFE,,null,0,65,250,7/3/2019 0:00,55452,4.6,1.6,3.5,1,3.1,4.2,2.98,0,0
677,SanMelix Laboratories,Equity - Common,,null,0,277,247,6/20/2019 0:00,55513,2.9,3.7,4.6,2.9,5,4.8,3.78,0,0
703,KingsCrowd,Equity - Common,,null,2293,66,250,5/27/2019 0:00,56265,4.4,3.7,2.9,2.3,4.8,4.8,3.61,0,0
720,420 Real Estate,Convertible Note,,null,0,65,250,5/15/2019 0:00,56153,4.8,4.4,1,1,2.3,2.5,2.73,0,0
736,Core State Holdings,Equity - Preferred,,null,0,66,250,5/1/2019 0:00,55543,3.9,2.1,2.9,1,1.4,2.1,2.39,0,0
738,Bounty0x,SAFE,,null,0,66,250,5/1/2019 0:00,56175,4.2,2.9,1.8,1,1.2,1.2,2.22,0,0
763,Eclipse Diagnostics,Equity - Common,,null,0,66,250,4/11/2019 0:00,56209,1.8,3.3,4.4,2.5,3.7,3.7,3.15,0,0
783,Trella Technologies,Convertible Note,,null,68,277,250,3/20/2019 0:00,55803,1.2,4.2,4.4,1,2.5,3.1,2.77,0,0
798,81-c,Equity - Tokens,,null,0,65,250,3/7/2019 0:00,56210,5,1.4,4.2,1,2.3,2.1,2.73,0,0
811,WaterRR,Equity - Common,,null,0,65,250,2/28/2019 0:00,56211,4.2,3.7,4.4,1,5,5,3.65,0,0
845,QwikLeaf,Convertible Note,,null,0,66,250,2/4/2019 0:00,55770,4.2,1.6,1,1,1,2.5,2.05,0,0
866,GURU by MSBAI,Equity - Common,,null,0,66,250,1/24/2019 0:00,55771,3.1,2.9,4.6,1,2.9,3.1,2.94,0,0
871,Karaganda,Equity - Common,,null,0,65,250,1/23/2019 0:00,32146,5,1,2.5,1,1.2,1,2.09,0,0
878,Open Box Buy,Convertible Note,,null,0,65,250,1/15/2019 0:00,55825,1.8,2.1,4.6,1,1.4,2.5,2.39,0,0
1708,Savannah Sauce Company,Convertible Note,Savannah,Georgia,137051,65,250,6/8/2020 0:00,55999,5,2.3,2.5,3.3,2.7,1.2,2.85,0,0
1709,Launch,SAFE,New York,New York,30000,277,249,6/8/2020 0:00,55926,3.3,2.3,4.2,2.9,2.3,1,2.73,0,0
1710,Backers,Equity - Common,Las Vegas,Nevada,0,66,249,6/8/2020 0:00,55772,2.5,2.5,4.6,1,1.8,2.5,2.6,0,0
1713,West 32 Soju,Equity - Common,Fort Pierce,Florida,117189,65,250,6/9/2020 0:00,55936,3.7,2.1,4.2,3.1,3.9,3.1,3.23,0,0
1714,KinectAir,Equity - Common,Vancouver,Washington,3080,277,250,6/10/2020 0:00,56006,3.1,4.8,4.2,2.5,4.8,3.7,3.65,0,0
1722,Stackhouse,Convertible Note,Tucson,Arizona,2600,277,249,6/11/2020 0:00,55892,3.5,3.5,2.9,2.3,3.7,3.7,3.19,0,0
1723,CallingDr,SAFE,Lake Mary,Florida,204513,66,248,6/11/2020 0:00,56024,2.3,3.9,2.9,4.4,4.6,3.7,3.44,0,0
1727,Jinglz,Equity - Common,Boynton Beach,Florida,14351,277,250,6/11/2020 0:00,55788,1.4,4.6,4.6,3.9,4.8,3.1,3.53,0,0
1728,Atlis Motor Vehicles,Equity - Common,null,null,null,0,0,5/4/2020 0:00,16566,1,4.8,2.9,1.4,2.3,3.9,2.81,0,0
1729,Aera,SAFE,New York,New York,63353,277,250,6/12/2020 0:00,55884,3.5,3.5,4.6,3.5,4.8,2.5,3.53,0,0
1737,Yonder Global,Equity - Common,Hamilton,Montana,0,66,250,6/12/2020 0:00,55958,1.4,2.7,2.3,3.5,1.8,3.1,2.6,0,0
1738,TruckBux,Convertible Note,Yardley,Pennsylvania,12532,277,250,6/12/2020 0:00,56070,3.7,1.8,1.8,2.5,1.8,3.1,2.6,0,0
1739,TaskCause,SAFE,Milwaukee,Wisconsin,0,277,250,6/12/2020 0:00,55878,4.8,2.5,2.9,1,3.1,3.7,2.98,0,0
1740,misterb&b,Convertible Note,San Francisco,California,2819939,277,248,6/12/2020 0:00,55550,1.2,4.8,3.9,5,5,3.7,3.74,0,0
1741,EVwinCO,Equity - Common,Denver,Colorado,0,65,249,6/15/2020 0:00,31526,5,1,1.8,1,1.2,2.5,2.26,0,0
1742,nedl,Convertible Note,Santa Monica,California,540,277,250,6/15/2020 0:00,55993,4.2,1,4.6,3.1,2.5,1,2.77,0,0
1743,3D Houdini,SAFE,Lynnwood,Washington,37,66,250,6/15/2020 0:00,55976,5,2.7,1.4,1,2.1,3.1,2.64,0,0
1744,Apotheka,Equity - Common,Beverly Hills,California,0,66,250,6/15/2020 0:00,55763,3.1,4.6,2.9,1,2.1,1.6,2.64,0,0
1745,Digifox,SAFE,Glen Allen,Virginia,0,66,250,6/15/2020 0:00,55983,1.4,3.3,1.8,1,1.4,4.2,2.35,0,0
1749,Vestaboard,Equity - Preferred,San Francisco,California,4950,277,250,6/16/2020 0:00,55773,2.3,2.9,3.5,2.5,2.7,3.1,2.85,0,0
1752,Nada,SAFE,Miami,Florida,203097,66,250,6/17/2020 0:00,55461,2.3,3.5,3.9,3.7,4.2,3.1,3.32,0,0
1753,Radix Motion,SAFE,San Francisco,California,0,66,250,6/18/2020 0:00,55653,4.2,1.8,2.1,1,2.1,4.2,2.64,0,0
1754,Kingmakers Ops,SAFE,Seattle,Washington,0,277,250,6/18/2020 0:00,55994,3.1,3.5,4.8,1,2.5,1.6,2.81,0,0
1755,GrapeStars,SAFE,Miami,Florida,0,66,250,6/18/2020 0:00,56013,1.8,3.9,2.7,1,2.3,4.2,2.73,0,0
1757,AllTheBelts,Equity - Common,Oakland,California,112,277,250,6/19/2020 0:00,55448,4.8,1.2,4.2,1,2.7,3.1,2.85,0,0
1758,Darbly Entertainment,Equity - Common,Houston,Texas,0,65,250,6/19/2020 0:00,55688,5,4.4,1,1,1.8,1.2,2.52,0,0
1759,Sigma Auto Capital,Equity - Preferred,Oakland Park,Florida,0,65,250,6/19/2020 0:00,55689,3.3,4.4,3.9,1,2.3,1,2.73,0,0
1760,Valhalla Esports Lounge,SAFE,Houston,Texas,191986,277,250,6/19/2020 0:00,56014,2.7,1.2,1.6,4.2,1.6,2.5,2.43,0,0
1761,Swap Your Time,SAFE,Minneapolis,Minnesota,0,66,250,6/19/2020 0:00,55671,4.6,3.3,1.6,1,2.7,3.7,2.85,0,0
1762,HelloWoofy,SAFE,New York,New York,135000,66,250,6/19/2020 0:00,55885,2.7,3.1,3.7,3.3,4.4,4.2,3.4,0,0
1763,Lunchwale,Equity - Common,Frisco,Texas,70877,277,250,6/19/2020 0:00,55690,2.7,1.2,1.4,3.1,1.6,3.7,2.43,0,0
1766,ZenSpace,Equity - Common,San Jose,California,150175,277,250,6/19/2020 0:00,55641,1.8,1.4,1.8,3.3,1.6,3.7,2.43,0,0
1767,Connection Publishing,Equity - Common,North Odgen,Utah,305370,65,250,6/22/2020 0:00,55896,4.6,1,3.9,3.5,3.9,3.1,3.23,0,0
1768,VasoGnosis,Convertible Note,Milwaukee,Wisconsin,71755,277,250,6/22/2020 0:00,56065,4.4,1.4,1.4,3.1,3.3,4.8,3.02,0,0
1770,Payroll4Free.com,Equity - Common,Beachwood,Ohio,140543,277,250,6/22/2020 0:00,55520,2.1,1.4,4.4,3.3,2.3,2.5,2.73,0,0
1772,At Ease Rentals,Convertible Note,Round Rock,Texas,0,277,250,6/22/2020 0:00,55852,4.2,4.4,1.8,1,3.5,4.2,3.11,0,0
1775,SapientX,Equity - Preferred,Santa Cruz,California,530,277,248,6/23/2020 0:00,55567,2.7,2.5,5,2.9,4.6,4.2,3.44,0,0
1776,Fancy.com,Convertible Note,San Diego,California,5065469,66,249,6/24/2020 0:00,55952,2.3,5,3.7,4.4,4.2,1.2,3.32,0,0
1777,Saucy Brew Works,Equity - Common,Cleveland,Ohio,2954555,277,250,6/24/2020 0:00,55735,1,3.5,3.5,4.4,2.3,1.2,2.73,0,0
1778,Kiddie Kredit,Convertible Note,Miami,Florida,0,66,250,6/25/2020 0:00,56021,4.8,1.8,1.8,1,1.4,2.5,2.39,0,0
1779,Strengths,Equity - Common,Provo,Utah,490404,277,250,6/25/2020 0:00,55966,1.6,4.2,4.8,3.7,5,4.2,3.69,0,0
1780,Streamlytics,Equity - Common,Culver City,California,0,66,250,6/25/2020 0:00,56008,1.4,5,3.3,1,3.1,4.2,2.98,0,0
1781,ChangeRoots,SAFE,Washington,District of Columbia,206,66,250,6/26/2020 0:00,56114,3.3,3.9,1,1,2.3,4.2,2.68,0,0
1782,Solstar Space Company,SAFE,Santa Fe,New Mexico,0,66,250,6/26/2020 0:00,55774,2.7,4.2,4.2,1,4.4,5,3.4,0,0
1783,GroGuru,Convertible Note,La Jolla,California,674113,66,248,6/26/2020 0:00,56066,2.9,2.7,2.9,5,4.8,4.2,3.53,0,0
1784,Como Audio,Equity - Common,Boston,Massachusetts,1445071,277,250,6/26/2020 0:00,55736,2.1,2.3,5,5,5,4.2,3.69,0,0
1788,CodeCombat,Equity - Preferred,San Francisco,California,2014919,66,247,6/29/2020 0:00,56055,1.2,2.7,4.2,5,3.5,2.5,3.11,0,0
1789,Macro Snacks,Equity - Common,Charlotte,North Carolina,100000,277,248,6/29/2020 0:00,55961,3.5,4.6,2.1,3.1,3.9,3.1,3.27,0,0
1790,Chareau,Equity - Common,Camarillo,California,1071265,277,250,6/29/2020 0:00,55902,1.8,4.2,1.4,4.8,2.5,1.6,2.77,0,0
1791,Ghost Flower,Equity - Preferred,Houston,Texas,70314,65,250,6/30/2020 0:00,55977,5,3.7,2.1,3.1,4.4,3.1,3.4,0,0
1792,Tapville Franchising,Equity - Common,Naperville,Illinois,6684,277,250,6/30/2020 0:00,55622,3.7,3.5,3.1,2.5,3.7,3.1,3.19,0,0
1793,Innovative Eyewear,Equity - Common,North Miami,Florida,0,277,250,6/30/2020 0:00,55623,4.2,2.7,2.1,1,2.9,4.8,2.94,0,0
1795,Love The Network,Equity - Preferred,Portland,Maine,95,277,250,7/1/2020 0:00,55997,5,2.1,1,1,1.8,3.7,2.56,0,0
1796,Pawlytics,Convertible Note,Lincoln,Nebraska,34668,277,248,7/1/2020 0:00,56003,4.8,2.5,2.9,2.9,4.6,4.2,3.44,0,0
1797,Better Family,Equity - Common,Dunnellon,Florida,41839,277,250,7/1/2020 0:00,55647,3.5,4.8,1,2.9,3.3,3.1,3.06,0,0
1798,AsomBroso Tequila,Equity - Common,Rancho Santa Margarita,California,1373784,277,248,7/1/2020 0:00,55998,1.2,3.3,4.6,4.2,4.4,3.7,3.4,0,0
1799,Petpal,Convertible Note,Los Altos,California,138389,277,250,7/1/2020 0:00,55691,4.4,1.4,1.8,3.3,2.5,3.1,2.81,0,0
1801,ABii by Van Robotics,Equity - Common,Columbia,South Carolina,0,277,250,7/2/2020 0:00,55592,1.4,2.7,2.5,1,1.6,4.8,2.47,0,0
1803,ChipMonk Baking,Convertible Note,Houston,Texas,70143,277,250,7/2/2020 0:00,56040,4.6,4.4,1.4,3.1,3.7,2.5,3.19,0,0
1804,Oscilla Power,Convertible Note,Seattle,Washington,0,66,248,7/2/2020 0:00,55925,2.1,4.2,3.9,1,3.9,5,3.23,0,0
1805,Car Savior,Convertible Note,Austin,Texas,0,277,250,7/2/2020 0:00,56057,4.4,4.4,2.7,1,2.9,2.1,2.89,0,0
1806,Spring Rock Holdings,Equity - Common,Albuquerque,New Mexico,0,277,250,7/2/2020 0:00,55985,4.8,5,1,1,2.7,2.5,2.85,0,0
1807,Unique Beauty Supply,Equity - Common,Broussard,Louisiana,0,65,250,7/3/2020 0:00,55462,4.8,1,1.4,1,1,1,1.84,0,0
1808,MOXI,SAFE,New York,New York,0,277,250,7/3/2020 0:00,55521,3.5,3.5,3.1,2.5,4.6,4.8,3.48,0,0
1809,Nyoobe,SAFE,Jacksonville,Florida,0,277,250,7/3/2020 0:00,55953,1.8,3.5,1.8,1,1.2,2.5,2.14,0,0
1810,CoPeace,Equity - Preferred,Denver,Colorado,0,277,249,7/3/2020 0:00,55764,1.2,2.1,1.8,3.3,1,1.6,2.01,0,0
1811,OneCare,Convertible Note,Batesville,Indiana,0,66,250,7/3/2020 0:00,55954,1.6,3.5,5,3.5,4.8,4.2,3.57,0,0
1813,Element Apothec,Convertible Note,Woodland Hills,California,0,277,250,7/6/2020 0:00,55701,4.4,4.4,2.3,1,2.1,1.2,2.64,0,0
1815,Dollaride,SAFE,Brooklyn,New York,102000,66,248,7/7/2020 0:00,55875,3.1,4.8,1.4,3.1,3.1,2.5,2.98,0,0
1816,Creative 3D Technologies,Convertible Note,Austin,Texas,0,277,250,7/7/2020 0:00,55810,4.2,4.2,2.7,1,2.5,1.8,2.77,0,0
1820,Fog & Tree,Convertible Note,San Francisco,California,0,66,250,7/8/2020 0:00,55627,4.8,2.1,4.2,1,3.7,3.7,3.15,0,0
1824,Enhanced Potential Holdings,Equity - Common,Port St. Lucie,Florida,0,277,250,7/9/2020 0:00,56098,5,2.3,2.9,1,1.8,1.6,2.56,0,0
1826,Basement Sports,SAFE,Jersey City,New Jersey,0,277,249,7/10/2020 0:00,55955,1.8,3.3,5,1,3.5,4.2,3.06,0,0
1827,DIEMlife,SAFE,New York,New York,160634,277,250,7/10/2020 0:00,55463,3.5,2.9,3.5,3.3,2.7,1,2.85,0,0
1829,Persona,Equity - Common,San Francisco,California,116285,66,250,7/13/2020 0:00,55886,3.3,1.6,3.5,3.1,2.3,2.1,2.73,0,0
1830,Beanstox,Equity - Common,Boston,Massachusetts,32243,277,250,7/13/2020 0:00,55978,1.6,3.7,3.1,2.9,1.6,1,2.47,0,0
1832,Borrow,SAFE,West Hollywood,California,432696,66,250,7/13/2020 0:00,55940,2.3,2.9,4.2,4.6,4.8,4.2,3.61,0,0
1833,Brass Clothing,SAFE,Boston,Massachusetts,2489023,277,250,7/13/2020 0:00,55865,4.2,4.2,3.3,4.8,4.6,1,3.48,0,0
1834,Eruditely,SAFE,North Bend,Washington,0,66,250,7/14/2020 0:00,56023,4.2,4.2,3.3,1,2.5,1.2,2.77,0,0
1835,Neighborhood Sun,SAFE,Silver Spring,Maryland,727696,277,247,7/14/2020 0:00,55792,1.8,3.3,4.6,5,5,4.8,3.91,0,0
1837,InfiniteVR,Equity - Preferred,Astoria,New York,1078150,277,250,7/15/2020 0:00,56002,3.7,1.6,2.1,3.9,2.1,1.8,2.64,0,0
1838,Unomi,Convertible Note,Venice,California,2551,277,250,7/15/2020 0:00,56025,4.2,2.3,4.8,2.9,3.3,1.2,3.06,0,0
1839,Hidrent,SAFE,Celina,Texas,22059,277,250,7/15/2020 0:00,55710,4.6,4.6,1.8,2.7,3.9,2.5,3.23,0,0
1843,Immersed,SAFE,Austin,Texas,6015.33,66,250,7/16/2020 0:00,56068,2.3,4.6,2.1,3.9,2.9,1.6,2.89,0,0
1845,LiveWell Assisted Living,Equity - Common,Chapel Hill,North Carolina,1893000,65,250,7/16/2020 0:00,16838,2.9,1.4,4.2,3.9,1.8,1,2.68,0,0
1846,Fire Grounds Coffee,Equity - Common,Dallas,Texas,30576,65,250,7/16/2020 0:00,55464,5,2.7,1.2,2.9,2.5,2.1,2.77,0,0
1847,Skywide Real Estate,Equity - Common,Philadelphia,Pennsylvania,0,65,250,7/17/2020 0:00,31988,5,1,2.1,1,1,1,2.01,0,0
1848,Takezo,SAFE,Portland,Oregon,0,66,250,7/17/2020 0:00,55879,4.2,2.5,4.8,1,3.9,3.7,3.23,0,0
1849,Makeba,Equity - Common,New York,New York,0,66,250,7/17/2020 0:00,55946,1.2,3.9,5,3.1,4.6,4.2,3.48,0,0
1850,Do Only Good Certified Pet Nutrition,Equity - Preferred,Westlake Village,California,187334,277,250,7/17/2020 0:00,55880,4.8,2.5,3.7,3.7,3.7,1,3.15,0,0
1851,SAM Email by Airto,Equity - Common,Manhattan,New York,48140,277,248,7/17/2020 0:00,55572,1.4,3.1,2.9,3.3,2.9,3.7,2.89,0,0
1852,Barrana Corp,Equity - Common,Surprise,Arizona,9449000,65,250,7/17/2020 0:00,55789,1.4,2.9,2.9,4.4,1.6,1,2.52,0,0
1855,MyTable,Equity - Common,West Roxbury,Massachusetts,2095,277,250,7/20/2020 0:00,56009,3.9,1.6,1.2,2.5,1.2,2.1,2.26,0,0
1856,Buy Back Baton Rouge,Equity - Common,Baton Rouge,Louisiana,0,65,250,7/20/2020 0:00,55971,4.6,1.2,4.8,1,3.7,4.2,3.15,0,0
1858,Heroclip,Equity - Preferred,Seattle,Washington,2022457,277,250,7/20/2020 0:00,56015,3.7,1,3.3,4.8,3.1,2.1,2.98,0,0
1859,Bext360,Convertible Note,Golden,Colorado,335140,277,248,7/20/2020 0:00,56011,3.1,4.2,3.1,5,4.8,2.5,3.57,0,0
1861,Lend-Grow,Convertible Note,Reston,Virginia,10000,277,250,7/20/2020 0:00,55967,2.3,3.9,2.1,2.5,2.1,2.5,2.64,0,0
1862,Alive Music Festival,Equity - Common,Massillon,Ohio,1094805,65,250,7/20/2020 0:00,55775,3.5,1.8,5,3.9,3.5,1.2,3.11,0,0
1863,La Fayette Franchise,Equity - Common,Miami,Florida,0,277,250,7/20/2020 0:00,55662,3.5,3.9,2.9,1,1.8,1.2,2.52,0,0
1864,GenesisAI,Equity - Common,Cambridge,Massachusetts,0,66,250,7/20/2020 0:00,55776,1.8,4.8,2.9,3.9,3.5,2.1,3.11,0,0
1865,Choose Health,SAFE,Austin,Texas,7418,277,250,7/21/2020 0:00,55757,3.7,2.7,4.2,2.5,4.6,4.2,3.44,0,0
1866,Knack,Equity - Common,Barrington,Rhode Island,686288,277,250,7/21/2020 0:00,55793,2.9,2.5,5,3.9,3.9,1.8,3.23,0,0
1868,Procurement Foundry,Convertible Note,Fairhaven,Massachusetts,0,277,249,7/21/2020 0:00,56010,4.8,1.4,4.6,1,2.5,2.1,2.77,0,0
1869,Drop Technologies,Equity - Common,Venice,California,24893,277,250,7/22/2020 0:00,55450,2.5,3.5,1.8,2.7,2.7,3.7,2.85,0,0
1870,BlissDivorce,SAFE,Los Altos,California,0,277,250,7/22/2020 0:00,55843,2.7,3.9,1.2,1,1.8,4.2,2.6,0,0
1871,CONBODY,SAFE,New York,New York,266124,65,250,7/22/2020 0:00,55928,4.8,3.7,2.9,3.5,3.9,1.2,3.23,0,0
1873,AtYourGate,Equity - Preferred,Ladera Ranch,California,199091,277,249,7/23/2020 0:00,55748,1,4.4,5,3.3,4.6,3.7,3.48,0,0
1876,Brightest,SAFE,New York,New York,3406,277,250,7/23/2020 0:00,56036,4.6,2.5,1.4,2.5,1.6,1,2.39,0,0
1878,Dr Strains,Convertible Note,Orlando,Florida,239646,65,250,7/24/2020 0:00,55973,3.1,2.3,1.4,3.5,2.3,3.1,2.68,0,0
1879,audiobridge,SAFE,Walnut Creek,California,619,277,250,7/24/2020 0:00,55692,3.1,4.2,3.5,2.9,3.9,2.5,3.23,0,0
1880,Procertas,SAFE,Mount Pleasant,South Carolina,202356,277,250,7/27/2020 0:00,55702,2.7,3.3,2.7,3.3,2.1,1.2,2.64,0,0
1882,KapitalWise,Equity - Common,New York,New York,79000,277,248,7/27/2020 0:00,55642,1.6,4.6,2.9,3.7,3.7,3.1,3.19,0,0
1886,Stark Therapeutics,SAFE,Carlsbad,California,0,277,249,7/28/2020 0:00,55518,3.3,5,1.4,1,1.6,1.6,2.47,0,0
1887,Where’s The Foodtruck,SAFE,Henderson,Nevada,125740,277,250,7/29/2020 0:00,55531,4.8,1.8,2.9,3.3,2.5,1.2,2.81,0,0
1888,Pristeem,SAFE,New York,New York,10000,277,248,7/29/2020 0:00,55626,3.1,4.4,1.4,2.5,2.9,3.1,2.89,0,0
1889,BARU,SAFE,Elyria,Ohio,0,277,250,7/29/2020 0:00,55614,3.7,3.9,2.7,2.9,4.4,3.7,3.4,0,0
1890,Petri Bio,SAFE,Los Angeles,California,null,277,250,7/29/2020 0:00,55893,3.1,2.9,3.9,1,2.9,3.7,2.94,0,0
1891,Soraban,SAFE,Tempe,Arizona,8497,277,250,7/29/2020 0:00,55873,3.7,1,1.4,2.5,1.6,3.7,2.47,0,0
1892,Inventr,SAFE,New York,New York,500,277,250,7/29/2020 0:00,55887,3.3,2.1,2.9,1,2.3,4.2,2.68,0,0
1893,Grapevine,SAFE,San Francisco,California,13747,277,250,7/29/2020 0:00,55922,3.3,2.3,3.9,2.5,4.4,4.8,3.36,0,0
1894,3C Bio,Convertible Note,Los Angeles,California,0,277,249,7/29/2020 0:00,55907,2.7,1.4,4.6,1,1.2,1.6,2.26,0,0
1895,Wingspan Health,SAFE,San Francisco,California,0,66,250,7/29/2020 0:00,55758,3.1,2.9,2.5,1,2.1,3.7,2.64,0,0
1897,Virtudes Labs,Equity - Common,Dallas,Texas,null,65,250,7/29/2020 0:00,55934,3.5,1,1.4,1,1.2,4.2,2.22,0,0
1898,Learnt,Convertible Note,Galveston,Texas,437345,277,250,7/29/2020 0:00,55737,2.7,3.5,2.9,3.7,3.1,2.1,2.98,0,0
1899,Annestes Thoroughbreds,Equity - Common,New York,New York,null,65,250,7/30/2020 0:00,24640,5,1,1.4,1.4,1,1.6,2.09,0,0
1900,LiteraSeed,SAFE,Phoenix,Arizona,0,277,250,7/30/2020 0:00,55579,4.4,3.1,3.3,1,3.5,3.7,3.11,0,0
1901,AP Racing,SAFE,Oakland,California,0,277,250,7/30/2020 0:00,55506,4.2,3.3,2.5,1,1.6,1.2,2.43,0,0
1902,Gleantap.ai,SAFE,Cedar Park,Texas,740000,277,248,7/30/2020 0:00,55930,3.3,4.6,4.4,4.6,4.8,1.2,3.61,0,0
1904,Sunwarrior,Equity - Common,Washington,Utah,20917315,277,248,7/30/2020 0:00,55830,1,4.4,5,4.4,3.9,1.6,3.27,0,0
1905,BioCurity Pharmaceuticals,Equity - Preferred,Jupiter,Florida,0,277,250,7/30/2020 0:00,55615,1,4.4,3.7,1,2.5,3.7,2.77,0,0
1908,G-Cloud Limited,Equity - Common,New York,New York,0,277,249,7/31/2020 0:00,55947,4.4,5,1,1,1.8,1.2,2.52,0,0
1909,CityFreighter,SAFE,Santa Barbara,California,0,277,250,7/31/2020 0:00,55660,3.1,5,4.4,3.1,5,3.7,3.86,0,0
1910,Rad Intelligence,SAFE,Santa Monica,California,672189,66,250,7/31/2020 0:00,56016,3.5,4.4,3.5,4.8,4.6,1.2,3.48,0,0
1911,Detroit City Football Club,Equity - Common,Detroit,Michigan,1561537,65,250,7/31/2020 0:00,55931,2.1,1.4,2.1,5,3.3,4.8,3.06,0,0
1912,mcSquares,Equity - Common,Denver,Colorado,610697,65,250,7/31/2020 0:00,55844,1.8,1.8,5,3.7,3.5,3.1,3.11,0,0
1913,PuffCuff,SAFE,Marietta,Georgia,1997203,65,250,7/31/2020 0:00,55820,3.7,2.1,4.8,4.2,5,5,3.95,0,0
1915,Engiven,Equity - Preferred,Escondido,California,825,66,250,8/3/2020 0:00,56000,3.5,2.7,4.8,2.3,4.6,4.2,3.48,0,0
1916,CallTheOne,SAFE,Menlo Park,California,0,277,250,8/3/2020 0:00,55979,4.2,1.8,4.8,1,2.7,2.5,2.85,0,0
1917,Treefort Music Fest,Equity - Preferred,Boise,Idaho,1897601,65,250,8/3/2020 0:00,55602,1.4,1,2.7,4.2,1.2,1.2,2.09,0,0
1918,Vivoo,SAFE,San Francisco,California,22099,66,248,8/3/2020 0:00,55900,1.8,3.7,1.6,4.4,3.7,4.2,3.15,0,0
1919,Levered Learning,SAFE,Soquel,California,96694.14,66,248,8/3/2020 0:00,55888,2.3,3.3,3.9,3.1,3.9,3.7,3.27,0,0
1920,Ryca Motors,Equity - Common,Santa Fe Springs,California,162337,277,250,8/3/2020 0:00,55711,3.5,3.7,4.6,3.3,5,4.8,3.99,0,0
1921,Univoice,Equity - Preferred,Austin,Texas,0,277,248,8/4/2020 0:00,55881,3.5,1.4,2.5,3.1,2.9,4.2,2.94,0,0
1923,Wind Craft Aviation,Convertible Note,Lowell,Michigan,0,277,250,8/4/2020 0:00,55866,1.8,2.3,2.1,1,1.4,4.8,2.39,0,0
1925,fetch! Dog Treats,Equity - Common,Cheektowaga,New York,160292,65,250,8/5/2020 0:00,55634,5,3.9,1,3.3,2.7,1,2.85,0,0
1927,GoBe,SAFE,Raleigh,North Carolina,660000,65,250,8/6/2020 0:00,55937,4.4,3.9,1.2,3.9,3.5,2.1,3.11,0,0
